Iesniegts;Grupa;Tips;Veids;Problēma;Departaments;Apstrādē;Status
"﻿""2019-03-16 17:45:08""";Apgaismojums;Ielu apgaismojums;Bojāts apgaismes ķermenis;Rožu laukumā saplēsts stikls lukturim. ;Cēsu novada Komunālā nodaļa;42h 04m 12s;Izpildītie
"﻿""2019-03-17 10:54:45""";Sabiedriskā kārtība;Bērni;Sniega sanesumi apgrūtina redzamību;žēl ka kāds saplēsis, bet varbūt var saremontēt. paldies!;Cēsu novada Pašvaldības policija;838h 59m 59s;Ilgtermiņa
"﻿""2019-03-17 12:16:47""";Ielas un ceļi;Ceļa aprīkojums;;Nogāzta zīme;Cēsu novada Komunālā nodaļa;23h 29m 07s;Izpildītie
"﻿""2019-03-18 14:17:48""";Vide;Infrastruktūras bojājumi;;Karogs nodilis, atirusu mala!;Cēsu novada Pašvaldības policija;01h 00m 22s;Izpildītie
"﻿""2019-03-18 23:09:38""";Apgaismojums;Ielu apgaismojums;;Cēsu Centrālā dzelzceļa stacija. Nepieciešams apgaismojums pie stacijas stūra-kur Rīgas u.c.mazāku maršrutu autobusu pietura. Arī stacijas priekša tumsā.  Vēl jautājums-kāpēc jau ilgāku laiku slēgtas galvenās durvis uz pilsētas pusi? Jāiet riņķī ar somām,tur pustumšs,šaubīgi tipi;Cēsu novada Komunālā nodaļa;158h 48m 42s;Izpildītie
"﻿""2019-03-20 07:49:01""";Ielas un ceļi;Ceļa aprīkojums;Nav ceļa zīmes;Bīstami veikt ielas malā novietoto automašīnu apbraukšanu. Jāiebrauc pretējā joslā, bet redzamība nulle;Cēsu novada Komunālā nodaļa;32h 44m 52s;Izpildītie
"﻿""2019-03-20 09:49:39""";Auto novietošana;Neatļauta novietošana;;vai šāda auto novietošana ir atļauta? un vēl blakus gāhēju pārejai? ;Cēsu novada Pašvaldības policija;00h 28m 11s;Izpildītie
"﻿""2019-03-21 17:47:17""";Sabiedriskā kārtība;Tirdzniecība;Tirdzniecība neatļautā vietā;Regulāri autoostā šīs centrālās durvis slēgtas. Kas pa problēmu ;Cēsu novada Pašvaldības policija;92h 08m 24s;Izpildītie
"﻿""2019-03-23 09:21:53""";Ielas un ceļi;Ceļa aprīkojums;Nedarbojas luksofors;Poruka x Lapsu izslēdzās luksofors pavisam. ;Cēsu novada Komunālā nodaļa;52h 44m 40s;Izpildītie
"﻿""2019-03-23 21:04:24""";Apgaismojums;Ielu apgaismojums;Atvērtas tehniskās durvis;Solījāt salabot jau iepriekš! Vēl joprojām nav gaismas!;Cēsu novada Komunālā nodaļa;43h 51m 59s;Izpildītie
"﻿""2019-03-23 23:14:28""";Ielas un ceļi;Ceļa segums;Bedres;sia farads veica rakšanas darbus un tagad pureņu iela ir ļoti kritiskā stāvoklī. vēlētos lai pilsēta salabo ceļu;Cēsu novada Komunālā nodaļa;41h 46m 09s;Izpildītie
"﻿""2019-03-24 12:42:54""";Ielas un ceļi;Ceļa segums;Bedres;Jau kopš pagājušā gada ir bedres uz Glūdas ielas!;Cēsu novada Komunālā nodaļa;00h 36m 43s;Izpildītie
"﻿""2019-03-25 10:55:59""";Ielas un ceļi;Sezonālā uzkopšana;;Skolas smēķētava uz Lapsu ielas.;Cēsu novada Komunālā nodaļa;00h 32m 07s;Izpildītie
"﻿""2019-03-25 11:02:52""";Ielas un ceļi;Ceļa nomale;Piegružota nomale;Lūdzu, savākt šīs čupas. Un rast iespēju to koku nozāģēt. Pilnīgi nevajadzīgs, jo Aizēno Raiņa ielas xx pagalmu, un krīt lapas mums pagalmā. Tāpat arī šo koku iecienījuši stacijas čurātāji un bomži tajā gravā met tukšās pudeles. Ceram uz rezultātu. xxxxxxx;Cēsu novada Komunālā nodaļa;05h 02m 10s;Izpildītie
"﻿""2019-03-25 12:29:06""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Krītoša ceļazīme;Cēsu novada Pašvaldības policija;04h 16m 17s;Izpildītie
"﻿""2019-03-25 13:54:01""";Daudzdzīvokļu namu apsaimniekošana;Daudzdzīvokļu namu aprīkojums;Cits aprīkojums;Par karogiem. Vai tieśàm var neizlikt karogus noteiktajàs atceres un svètku dienàs? Braucot uz darbu pie vairàkàm màjàm tos neredzèju. Piem. Dzelzceĺa ielà.;Cēsu novada Komunālā nodaļa;00h 22m 27s;Izpildītie
"﻿""2019-03-25 21:08:48""";Apgaismojums;Ielu lampas;Rises braucamajā daļā;Pie koncertzāles uz Raunas un Izstādes ielas stūra bojāts lukturis. ;Cēsu novada Komunālā nodaļa;16h 48m 18s;Izpildītie
"﻿""2019-03-26 12:14:30""";Auto novietošana;Neatļauta novietošana;;Aicinu Cēsu atbildīgajiem pārņemt Ventspils piemēru, auto novietošanas kārtībā. Venspilī var gandrīz visās ielu malās un autostāvvietās atstāt savu auto bez laika limita. Ļoti viesmīlīga pieeja. Baža par to, ka nebūs kur novietot auto ir lieka, jo arī ar pašreizējo kārtību bieži;Cēsu novada Pašvaldības policija;04h 56m 31s;Izpildītie
"﻿""2019-03-26 15:15:25""";Vide;Infrastruktūras bojājumi;;Kur palicis karogs? ;Cēsu novada Pašvaldības policija;00h 18m 35s;Izpildītie
"﻿""2019-03-28 15:48:42""";ŪK maģistrālie tīkli;Kanalizācija;Nedeg viena vai vairākas laternas;TESTS! (vakardien problēma par virsūdens skalošanas bruģī Cēsīs, Birzes ielā 7 tika pieteikta mutiski un tiek jau risināta) ;Cēsu novada Komunālā nodaļa;00h 07m 21s;Izpildītie
"﻿""2019-03-28 17:28:08""";Ielas un ceļi;Ceļa segums;Bedres;lenču un birzes ielas krustojums. ieliecies asfalts, asa bedre. nepieciešams salabot. ;Cēsu novada Komunālā nodaļa;95h 31m 18s;Izpildītie
"﻿""2019-03-28 20:00:19""";Ielas un ceļi;Ceļa segums;Bedres;Zirņu ielā 21 iegāzies kanalizacijas vāks gājēju ietves daļā pie iebrauktuves uz Zirņu ielas pagalmu. Diennakts tumšajā laikā bīstama vieta gājējiem, jo ielas apgaismojums neizgaismo šo vietu.;Cēsu novada Komunālā nodaļa;15h 32m 05s;Izpildītie
"﻿""2019-03-29 06:43:15""";Ielas un ceļi;Ceļa segums;;Zirņu ielas gājēju celiņa ,pa vidu veidojas kanalizācijas vāka iebrukums. Blakus atrodas arī bērnudārzs,mājas,kur skraida daudz bērnu! Jebkurā brīdī tā var iebrukt un notikt kāda nelaime! Lūdzu,pieņemiet kādus risinājumus šai problēmai pēc iespējas ātrāk!;Cēsu novada Komunālā nodaļa;04h 48m 48s;Izpildītie
"﻿""2019-03-29 16:25:25""";Ielas un ceļi;Ceļa segums;Bedres;bedres krasta un viestura ielas krustojums, virzienā uz slimnīcu. divas asas bedres turpat blakus Leču pieturai,virzienā uz slimnīcu. ;Cēsu novada Komunālā nodaļa;72h 36m 01s;Izpildītie
"﻿""2019-03-29 16:28:01""";ŪK maģistrālie tīkli;Lietus ūdens kanalizācija;;ar smiltīm pilna noteka, jāiztīra.;Cēsu novada Komunālā nodaļa;72h 12m 38s;Izpildītie
"﻿""2019-03-29 16:30:47""";ŪK maģistrālie tīkli;Lietus ūdens kanalizācija;;ar smiltīm pilna ūdens noteka uz ceļa. nepieciešams iztīrīt. ;Cēsu novada Komunālā nodaļa;72h 10m 29s;Izpildītie
"﻿""2019-03-29 16:32:45""";Ielas un ceļi;Ceļa segums;Bedres;asa bedre, ielūzis asfalts. nepieciešams salabot. ;Cēsu novada Komunālā nodaļa;72h 07m 11s;Izpildītie
"﻿""2019-03-30 09:50:27""";Ielas un ceļi;Ceļa segums;;Greiderēšanas rezultātā izveidojies caurums ceļa segumā Purva un Rožu ielas krustojumā. Atsegta kanalizācijas aka.;Cēsu novada Komunālā nodaļa;56h 03m 41s;Izpildītie
"﻿""2019-03-30 14:13:13""";Auto novietošana;Neatļauta novietošana;;Rožu laukums;Cēsu novada Pašvaldības policija;00h 13m 30s;Izpildītie
"﻿""2019-04-01 06:54:01""";Ielas un ceļi;Sezonālā uzkopšana;;Labrīt. Jau kuro rītu... Katram savs darbs darāms. Bet vai tiešām jau ar pirmiem saules stariem ar to drausmīgo lapu pūtēju armijas daļā teritorijā jātīra? Ir iespēja viņiem nodot ziņu, ka iedzīvotājiem traucē, logu nevaru turēt vaļā, jo liekas pie loga kokus zāģē. ;Cēsu novada Komunālā nodaļa;11h 03m 40s;Izpildītie
"﻿""2019-04-01 11:59:09""";Ielas un ceļi;Ceļa aprīkojums;;Dziesmu kalns ir pa 90 grādiem nepareizā virzienā! Kā arī citās vietās norādes uz apskates objektiem virzieni ir kļūdainas. ;Cēsu novada Komunālā nodaļa;01h 29m 25s;Izpildītie
"﻿""2019-04-01 12:13:27""";Ielas un ceļi;Ceļa aprīkojums;;Skolas norāde aizved uz Jēkaba ielu! Dabā skola atrodas citā virzienā! Paldies par uzstādītā norādēm! Saliekt  pareizos virzienos! Jauku dienu! ;Cēsu novada Komunālā nodaļa;01h 15m 14s;Izpildītie
"﻿""2019-04-01 13:37:48""";Vide;Infrastruktūras bojājumi;;Uz Cēsu robežas uzstādītais baneris, ir daļēji norauts. ;Cēsu novada Pašvaldības policija;00h 05m 07s;Izpildītie
"﻿""2019-04-01 15:18:43""";Ielas un ceļi;Ceļa aprīkojums;Nav ceļa zīmes;Piebalgas iela 3, braucot no Vaļņu ielas puses 50-60m pirms ātruma ierobežojošā vaļņa, nav uzstādīta tam paredzētā brīdinājuma zīme.;Cēsu novada Komunālā nodaļa;73h 02m 59s;Izpildītie
"﻿""2019-04-01 20:27:58""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Sniegs sen jau nokusis, bet joprojām uz mana īpašuma atrodas gan zari, gan atkritumi.Lūdzu tos aizvākt,lai varētu sākt lauku darbus.;Cēsu novada Pašvaldības policija;68h 30m 01s;Izpildītie
"﻿""2019-04-02 07:02:01""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Labdien, paldies par labi padarītu darbu, taču Pāvila ielai ir kabatas no kurām viena tiek līdzināta. (laikam īpaša) Nemāku teikt vai ielu apsaimniekotājs nedara savu darbu līdz galam vai nav nodota pilnvērtīga informācija šim uzņēmumam.( nevaru pievienot vairāk par 1 foto) ;Cēsu novada Komunālā nodaļa;30h 45m 09s;Izpildītie
"﻿""2019-04-02 18:25:53""";Ielas un ceļi;Sezonālā uzkopšana;Nav notīrītas smiltis no braucamās daļas;Labdien! Sācies sauss un silts laiks, tāpat kā citas grants pārklājuma ielas, A.Kronvalda iela ļoti putekļaina,īpaši,ja neviens neievēro ātruma ierobežojumu. Varbūt var sākt apstrādāt ielas virsmu?! Paldies;Cēsu novada Komunālā nodaļa;18h 52m 55s;Izpildītie
"﻿""2019-04-03 09:48:48""";Sabiedriskā kārtība;Dzīvnieki;;Jau vairākas dienas klaiņo pa Bērzaini.;Cēsu novada Pašvaldības policija;00h 56m 10s;Izpildītie
"﻿""2019-04-03 17:24:02""";Auto novietošana;Neatļauta novietošana;;Neatļauta Novietošana ;Cēsu novada Pašvaldības policija;00h 58m 32s;Izpildītie
"﻿""2019-04-03 17:26:07""";Ielas un ceļi;Ceļa segums;;Izjucis bruģis pie TIC ;Cēsu novada Komunālā nodaļa;23h 14m 50s;Izpildītie
"﻿""2019-04-05 08:56:43""";Ielas un ceļi;Ceļa segums;;Kronvalda iela, ceļa posmā no Solo lidz Wolf Systems, pec katra auto kas aizbrauc paceļas šāds putekļu mākonis, arī pēc tiem auto kuri ievēro braukšanas atrumu. Šajā ceļa posma satiksme nav maza. ;Cēsu novada Komunālā nodaļa;97h 07m 55s;Izpildītie
"﻿""2019-04-05 15:14:22""";Sabiedriskā kārtība;Atkritumi;Izveidota nelegāla izgāztuve;Labdien,Avotu ielejas parka ūdenstilpnē ir iemesta kāda elektronika.;Cēsu novada Pašvaldības policija;90h 57m 07s;Izpildītie
"﻿""2019-04-05 20:56:30""";Ielas un ceļi;Ceļa segums;;Izteikti liela putekļu koncentrâcija. Ielai grants segums. Lùdzam ceļu noklāt pēc iespējas drìzāk ar absorbentu. ;Cēsu novada Komunālā nodaļa;85h 18m 41s;Izpildītie
"﻿""2019-04-07 10:34:01""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Bērnu laukumā nenostiprināta konstrukcija. ;Cēsu novada Pašvaldības policija;102h 39m 53s;Izpildītie
"﻿""2019-04-07 22:56:53""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Nedarbojas ielu apgaismojums jau kopš iestājās tumsa;Cēsu novada Komunālā nodaļa;33h 19m 17s;Izpildītie
"﻿""2019-04-08 12:44:41""";Vide;Nesakopta teritorija;Nesakopts īpašums;"Cēsis, no Valmieras ielas veikala Top celiņš ,kas atrodas starp &quot;Latvijas Nafta&quot; teritoriju un dzelzceļa sliedēm..ikdienā atklāta publiska dzertuve dabā,pēc kā jaunieši sašķaida atstātās stikla pudeles, blakus dzelzeļa vārtiem uz LN bāzi, bīstami aizlūzuši koki. Gājējiem bīstami";Cēsu novada Pašvaldības policija;75h 48m 30s;Izpildītie
"﻿""2019-04-08 16:10:14""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;uzlikta jauna zīme, super, bet vai vecās jāatstāj meža un taku malās?;Cēsu novada Būvvalde;73h 07m 05s;Izpildītie
"﻿""2019-04-08 18:14:50""";Vide;Nesakopta teritorija;Nesavākti atkritumi;Starp Cēsu naftas bāzi un dzelzceļu taciņa uz Dukuriem kļuvusi bīstama! Sagāzušies koki, sasistas stikla pudeles. Pastaigājoties ar suni, dzīvnieks sagriezis ķepas uz stikla gabaliem.Siltā laikā dzērāji lieto alkoholu,kurina ugunskuru,apkārtne piedrazota.;Cēsu novada Pašvaldības policija;70h 13m 43s;Izpildītie
"﻿""2019-04-08 21:38:54""";Ielas un ceļi;Ceļa segums;Bedres;Lauku ielas mazāk nekā pirms gada ieklātajā jaunajā ceļa segumā veidojas asa bedre. Vieta- starp Lauku 4 un Lauku 6.;Cēsu novada Komunālā nodaļa;12h 44m 53s;Izpildītie
"﻿""2019-04-09 08:53:34""";Ielas un ceļi;Ceļa aprīkojums;Nav ceļa zīmes;Labdien. Vai ir iespējams uzstādīt ceļazīmi, kas norādītu ka ir t- veida krustojums un ir straujš pagrieziens? Nezinātājam ir bīstams pagrieziens.  ;Cēsu novada Komunālā nodaļa;75h 26m 53s;Izpildītie
"﻿""2019-04-09 14:55:21""";Ielas un ceļi;Ceļa aprīkojums;;Lietus udens no ielas satek majas pagalma! Vai Zvirbulu ielas atjaunosana skaitas pabeigta, vai vel tiks sakartota iebrauktuve majas pagalma?;Cēsu novada Komunālā nodaļa;161h 38m 13s;Izpildītie
"﻿""2019-04-09 18:28:26""";Apgaismojums;Ielu apgaismojums;Bojāts apgaismes ķermenis;Pie Noras ielas 33;Cēsu novada Komunālā nodaļa;64h 45m 48s;Izpildītie
"﻿""2019-04-09 21:22:50""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;nedeg otro dienu ielu apgaismojums;Cēsu novada Komunālā nodaļa;58h 55m 01s;Izpildītie
"﻿""2019-04-09 22:02:16""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Jau kuro dienu visa iela melnā tumsā. Nestrādā neviena ielas laterna. ;Cēsu novada Komunālā nodaļa;58h 15m 01s;Izpildītie
"﻿""2019-04-11 08:57:02""";Ielas un ceļi;Ceļa segums;;Pie Kārumlādes viens bruģa akmens iznācis no seguma ;Cēsu novada Komunālā nodaļa;25h 05m 58s;Izpildītie
"﻿""2019-04-11 09:28:09""";Būvniecība;Citi gadījumi;Bojāts apgaismes ķermenis;sakaru pārbaude;Cēsu novada Būvvalde;119h 56m 31s;Noraidītie
"﻿""2019-04-11 10:01:48""";Būvniecība;Citi gadījumi;;Shadi izskatas nomai ītas zimes cirulisu dabas takas ? Vai jusu prat tas ir normali ? Un taa tas ir visa takas garumaa ? Kurs par to ir atbi;Cēsu novada Būvvalde;26h 25m 49s;Izpildītie
"﻿""2019-04-11 13:23:41""";Ielas un ceļi;Ceļa segums;;Uz ietves iebrucis kanalizacijas akas vāks, atsegta kanalizācija.;Cēsu novada Komunālā nodaļa;22h 48m 08s;Izpildītie
"﻿""2019-04-11 21:03:01""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Ļoti nekvalitatīvi izgreiderēts ceļš Veismaņu ciemā-ceļš kā saskaldīts,vienā trepē. Jautājums-vai greideris ir tehniskā kārtībā?;Cēsu novada Komunālā nodaļa;12h 54m 58s;Izpildītie
"﻿""2019-04-14 00:12:12""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Kāpēc kopš Saulrītu apļa izveidošanas vairs nedeg apgaismojuma laternas, jo sākumā pēc apļa atklāšanas tās dega.;Cēsu novada Komunālā nodaļa;81h 06m 38s;Izpildītie
"﻿""2019-04-14 10:20:38""";Ielas un ceļi;Ceļa segums;Nav vai bojāts komunikāciju akas vāks;Zirñu ielas posmà no Zirñu ielas 21 nama un gar b/d uz augśu , daudz sìku bedrìśu, bojàtas aku  malas( asas šķautnes pa malàm), kas apdraud satiksmi. ;Cēsu novada Komunālā nodaļa;30h 24m 28s;Izpildītie
"﻿""2019-04-14 17:49:30""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Sapuvis akas vāks uz Ezera ielas ;Cēsu novada Pašvaldības policija;23h 02m 32s;Izpildītie
"﻿""2019-04-14 20:00:39""";Ielas un ceļi;Ceļa segums;Nav vai bojāts marķējums;Neredzams “guļošais”. Lūdzu steidzami atjaunot marķējumu. Valnis ir bīstami neredzam jebkurā diennakts laikā.;Cēsu novada Komunālā nodaļa;20h 47m 31s;Izpildītie
"﻿""2019-04-16 07:54:25""";Ielas un ceļi;Ceļa segums;Bedres;Pūpolu ielā nobraucot no Valmieras ielas jālabo, lai nebruktu tālāk;Cēsu novada Komunālā nodaļa;25h 27m 58s;Izpildītie
"﻿""2019-04-16 12:11:57""";Vide;Nesakopta teritorija;Nesakopts īpašums;Daudz zaru savākti,paldies.Tomēr manā īpašumā vēljoprojām atrodas zari līdz pat 10m no ceļa.Gribam miglot latvāņus,pļaut,salauzīsim tehniku;Cēsu novada Pašvaldības policija;47h 52m 39s;Izpildītie
"﻿""2019-04-17 19:56:01""";Vide;Infrastruktūras bojājumi;Bojāts laternas stabs;Iekārtai trūkst vairāku atspertrošu.;Cēsu novada Pašvaldības policija;16h 11m 08s;Izpildītie
"﻿""2019-04-17 20:44:07""";Vide;Nesakopta teritorija;Nolūzis koks (bīstams koks);"Uzraksti apauguši ar sunām. Grūti salasīt. ;)";Cēsu novada Pašvaldības policija;138h 24m 21s;Izpildītie
"﻿""2019-04-18 18:28:24""";Auto novietošana;Neatļauta novietošana;;Vienaldzība pret citiem pilsētvides lietotājiem.;Cēsu novada Pašvaldības policija;00h 20m 28s;Izpildītie
"﻿""2019-04-18 21:36:39""";Apgaismojums;Ielu apgaismojums;;Nepietiekams apgaismojums. Šajā vietā nedrīkstētu būt tumsa arī eksperimenta laikā ;Cēsu novada Komunālā nodaļa;108h 22m 53s;Izpildītie
"﻿""2019-04-18 21:44:51""";Ielas un ceļi;Ceļa aprīkojums;;Bojāts segums ;Cēsu novada Komunālā nodaļa;282h 29m 55s;Izpildītie
"﻿""2019-04-18 21:51:07""";Ielas un ceļi;Ceļa aprīkojums;;Lūgums pacelt ceļa zīmi augstāk. Tā nav pat 2m augsta. ;Cēsu novada Komunālā nodaļa;282h 21m 52s;Izpildītie
"﻿""2019-04-19 10:57:12""";Ielas un ceļi;Ceļa aprīkojums;;"Uz Piebalgas ielas kur &quot; guļošais policists&quot; ir  nodzisis ceļu apzīmējums. Šķērslis nav pamanāms. ";Cēsu novada Komunālā nodaļa;119h 22m 19s;Izpildītie
"﻿""2019-04-19 12:02:46""";Ielas un ceļi;Ceļa segums;Smilšu vanna;Labdien! Vai paredzēts tuvākajā laikā smilšu ielas apstrādāt ar ķīmiju. Konkrēti intresē Kungu/Palejas ielas. Sakarā ar sauso laiku, lieli p;Cēsu novada Komunālā nodaļa;94h 06m 41s;Izpildītie
"﻿""2019-04-19 13:09:19""";Auto novietošana;Neatļauta novietošana;;tā ir jāmāk novietot auto;Cēsu novada Pašvaldības policija;02h 14m 34s;Izpildītie
"﻿""2019-04-20 11:04:52""";ŪK maģistrālie tīkli;Kanalizācija;Nedeg viena vai vairākas laternas;"Uz cik ilgu laiku plānojas šis smieklīgais pagaidu risinājums aku nosegšanai? Tā mazlietiņ nenopietni. Pērn 27.septembrī &quot;nosedza&quot; akas kā redzams foto, pagājuši teju 7 mēneši un joprojām rotājas &quot;kapu pieminekļi&quot; uz paletēm.";Cēsu novada Komunālā nodaļa;101h 37m 46s;Izpildītie
"﻿""2019-04-21 22:00:54""";Apgaismojums;Ielu apgaismojums;Nedeg viena vai vairākas laternas;Labvakar. Kas šodien notiek Cēsīs, ka nedeg laternas gandrīz pus Cēsīm?;Cēsu novada Komunālā nodaļa;41h 05m 18s;Izpildītie
"﻿""2019-04-22 13:28:51""";Ielas un ceļi;Ceļa segums;Nav greiderēts;Lūdzu nogreiderēt ceļu, lai būtu iespējams normāli pabraukt. Izveidojusies ļoti liela trepe.;Cēsu novada Komunālā nodaļa;21h 08m 13s;Izpildītie
"﻿""2019-04-23 11:50:32""";Ielas un ceļi;Ceļa segums;Smilšu vanna;gads jau atkal pagājis un ielu putekļi ir atpakaļ, kad cēsīs puķu iela tiks apstrādāta ar pretputekļu līdzekļiem? siltais laiks un putekļi jau ir 2 nedēļas. Nav iespējams uzturēties mājas pagalmā un kur vēl bērnus laist ārā spēlēties. Arī autovadītāji 30 km/h zīmi neievēro.;Cēsu novada Komunālā nodaļa;21h 28m 45s;Izpildītie
"﻿""2019-04-24 13:22:37""";Sabiedriskā kārtība;Cilvēki;Iereibuši cilvēki;Kāda jēga no  visām kamerām Maija parkā, ja dienas laikā, regulāri, tur sēž un dzer aliņus, lamājas kaut kādi apšaubāmi cilvēki!?;Cēsu novada Pašvaldības policija;00h 53m 05s;Izpildītie
"﻿""2019-04-24 14:13:11""";Ielas un ceļi;Ceļa aprīkojums;Bojāta atdalošā barjera;Bojāta barjera.;Cēsu novada Komunālā nodaļa;02h 23m 01s;Izpildītie
"﻿""2019-04-24 21:18:32""";Ielas un ceļi;Ceļa segums;Smilšu vanna;"Grants seguma ielas visā pilsētā ļoti put. Pašlaik esmu Cesu stadionā, un ļoti labi var redzēt stadiona starmešu gaismā putekļus un to radīto pelēko &quot;miglu&quot;. Būtu īstais laiks ielas apstrādāt ar pretputekļu preparātu. ";Cēsu novada Komunālā nodaļa;10h 59m 09s;Izpildītie
"﻿""2019-04-26 15:57:40""";ŪK maģistrālie tīkli;Lietus ūdens kanalizācija;;ATKĀRTOTI. ne pie lenču 6a, ne lenču 12 nav iztīrītas lietus notekūdeņu restītes uz ceļa. jau vairākas nedēļas.;Cēsu novada Komunālā nodaļa;93h 35m 41s;Izpildītie
"﻿""2019-04-26 16:13:28""";Ielas un ceļi;Ceļa segums;Bedres;Atkārtoti. nav salabota bedre. ieliecies asfalts, asa bedre. bija jau pieteikta. bilde bija iepriekšējā pieteikumā. paldies par pārējo bedru salabošanu.;Cēsu novada Komunālā nodaļa;93h 16m 06s;Izpildītie
